NUM_SERIE
AR-18-809003
R18201343
401-0915
LJ-152
3448042
15073874
188-02879T
6
3449196
60
64
1239
B 1255
94
96
131
146
100005
50000213
50500039
810300
820123
810339
810369
810402
810418
721168
712092
650-7111
711373
810462
810474
712109
810568
19000151
19000158
14501075
19000216
19000217
19000227
17000265
14500995
20121
20226
19000118
28565
17000200
22921
24727
24728
50000107
14501111
19000280
TH-2291
20001408
17000276
17000280
200540
200557
200618
200667
202685
200711
200724
200766
200773
200830
200836
200868
200910
200921
20001030
20001121
810614
810630
820147
820148
720226
711465
720249
810677
810694
810701
720274
810761
810762
810776
810864
20001177
20001259
20001271
20001277
20001290
LJ-791
31T8104034
TH 1654
560-0308
RK-54
TC-320
BB-1543
3448064
31T-8120020
550-0814
20001297
25-7556103
E2668
17280370
182-80368
FH1269
91
3449206
19000367
19000389
6414
6895
7098
17000311
52165
4312
53102
AS2910
53136
2252
11039
760151
AS3045
AS2854
017/94
73891
SG00198
31400270
31400272
1
MOL00001
AS 005
035/97
5023
73084
LS-215
7401580
AG10011
ADV-2024
ADV-2045
V-013
TI-057
FG-250
ADV-2060
003/03
7
V-073
46
89
1
PIA-9A-003
6-8177
120
181
9
V-052
V6/023
121
077/2007
13
73
115
936
ST-1-002
FT-2037
V-004
V-102
19
ALE-45033
898
V-027
06/2004
33
SS-1931
09-04AB-017/
1
CH0588B0312
1
745
7
S0288
18
FP-1461
14
6
01/2005
216
23066
AB025AB09211
76
JM03
A-001
B-12
1107
DG-02/2000
6
174
48
1
117
921
FR1180
56
WYM-01/96
S-018-B1
105008
22
57
0008-6284
160
105
J-02
1044
75-8251
V-081
0804-6947
749
2
647
C18-131
348
FP-1279
66
01/2001
7
1014
13
FG192
1
MW-001-84
F1A-0044
F1A-0013
19
VT-027
3
517
30
910
KPR-01
377
S0233
1141
001/2004
V-006
1
16
9
15
103
189
S0307
24
FP-1390
ADV-2002
328
07ST217
ADV-20174
ADV-20217
ADV-20234
ADV-20239
ADV-20248
133
465
ADV-20127
S0247
VS-001/03
W0131
09-04-240
FV-1495
VS-141
343
1
91903
FV-2163
ZP-01
FP-1296
33
31-248
15078224
1674
560-6152
310
4132
20655
3774
3866
LJ-1505
EP-11-09972
LA228
610
10790
4407
108-2-2843
634
22259
7332
104
HB1068-1702
FA-31
4898
810813
50500110
4692175
AS-2697
22141
0000LD-467
U20602511
083-B
187409146
096-B
134-B
151-B
LW-56
104
196-B
125B
227-B
7DC-181
7DC-182
265-B
299-B
314-B
146B
363B
1043
1049
1096
1121
1019
549
18253623
1163
1210
1219
1227
18266721
1520
12775
22549
4833
4692130
TH-2223
525-0384
451-34/OB2
3449413
525-0977
188-01209
28R-7803163
E-3748
402B-1378
31-00011
1140
4524
1475
3451
21063050
3319
7134
2599
335
13167
33990-K-223
502B-2775
17268702
361
19000189
8409
14
37
100039
7
316
347
371
18887
MB01/99
27925
3449494
21341
23748
45976
208B-1268
1124
21008
47818
23798
48540
CE-1624
036/98
EKT01/00
1
01/2002
LPC 200407
BC-01/03
BJ012K
71
19000006
FVE-1438
079/08
145257
60
7
91
009/90
FVE-1683

FVE-1635
4233
07078SS52T07
JR-001/90
AF-01/94

9
CTA-024-421

ACHM-91-05
201
1
001/84
640-0086
81922
15280022
BB-1626
18802307T
525-0187
41263
18802923T
3449419

0
17281132


T20609112
1180
19000692
3030
19000353
18801858T
55020117
RB-40
11621
22018
E-3669
2765
172S9489
5457
18281028
11823
4896
U20605356
150-72634
402B-1221
50000065
FL-579
402B-1262
650-0022
TH-2356
LJ1814
TE-871
6833
13540
BB-1912
LJ-2030
7467
359
15280151
15285911
525-0632
E-3754
18801081
15280015
BB-1841
530
E-3911
T188.03751
3449498
7284
2842
166
2381
37595
32743
29103
3449227
LJ-1979
28088
42-8001071
34653
36146
35851
4697565
32682
15284062
10941
6687
52120
502B3161
7292
1499
BB-1942
20800379
3449190
TH-2138
28R-7931164
360
18802102T
920191
34-49280
55010082
14501131
525A-0042
TH-361
TH1938
18801814
14005
234
U206-05586
15070422
525A-0376
E-3689
13111
12981
18281201
D-2322
21060701
21064604
21061089
1533
1801
2393
S550-0081
172RG0950
S-916
2075
15063701
3037
5
5026R
523
30-1308
13020
21064227
13142
62637
11012
14501012
20254
E-2429
41305
247
34-7250273
5754
18802167T

502B-2831
57138
3533
14830
14723
145385
760694
525C0042
3449058
50500407
525A-0075
600013
7066
34-7350155
731SA
TH-1635
13742
18802924
RB-237
3213092
41004
1185
32-57169
6705
4636454
4692212
15282149
208B-0918
25190
25-7405725
4963
6800204
25-2282
525B-0245
15284165
411153
18802934T
LJ-1086
502B-2715
E-1519
18801252T
53686
5654
1422
3449189
32407
34-7870043
LJ 1706
EP-11-16176
502B-3162
15283050
4697611
1586
18802039
237
13548
172S8380
15076055
18803851T
7109
258084
7500118
502B-3215
21061579
4156
8059
9062



8084

3449116
AG10010
190-20005
2
10-164M13
FVE-1736
FVE-1925
41630
FVE-1803
T34-512








502A-3200

62.C026
69133
5500618



50500577
3624

LA_127
18283091

5610
208B-0586
19956
18258947
20001342
18-3018
36506
39021
15070815
18050933
17248283
18253668
22-9093
21058054
15061525
D-7878
243421
20001382
20001395
18254631
21058441
18255795
1378-136
20001404
28-2845
32-40725
28-21493
TC-1388
21058756
20001419
32-1045
20001426
18258281
414-0049
18260303
172-46492
28R7135156
720008
720021
810028
820012
721017
720040
721023
820030
820040
721041
720051
721066
820062
810172
810192
810212
810253
721127
720096
810290
52371
720132
3449447
525A-0523
R18201417
10227
50000167
50000192
200013
200087
200092
200106
200114
200-213
200257
200263
200375
200388
200417
200458
200464
810334S
248
1081
30761
HB-1012-1235
HB/1016-1308
HB-1024-1498
HB/1032-1521
HB-1062/1678
HB-1119/2119
3420
2920
3366
1558
21059592
21059617
TH-254
E-357
TC-1484
20601900
287305014
18261522
310Q0674
21059860
436-73
31-7300948
17261530
E-429
31-7305037
18262072
18262178
17701961
31-7300952
A961
U20602158
U20602152
18262306
21060085
17262363
317401209
18262765
21060215
18263131
18262972
17263323
18263013
287410059
18263281
18263040
18262769
18263293
21060306
22-6225
21060453
CE-511
18502466
2095R
488
D-597
20-1086
185-0433
239
1850453
21064506
8078
31-804
464
1134
402C-0118
LA-171
627
U20606790
21064597
R18202038
110428
21064581
18268493
720029
478
B-200
TH-1374
7505
15282393
208B0510
43
50000264
24786
27615
287
20084
700
1213
1628
711040
711098
710160
711155
711201
711230
711242
710262
711280
712045
711292
711299
711310
D-10308
E-2284
LJ-353
182-68372
LJ-1159
LJ-1128
LJ-1174
172RG0585
500039
500-0060
AR-2556006
172RG0626
LJ-1308
421B0660
502B-0187
6749
3448052
15
46221
14
197
48
59
77
97
B-1748
B-1707
200133
720111
820110
810323
810334
810358
810378
720147
721176
711375
711382
720164
810452
810459
810465
720170
810493
810548
720186
810577
810579
412
19000165
17000219
19000187
17000269
15072459
17000182
145020
145060
145089
19000125
8629
34-7770019
525-0300
17000188
14501023
19000134
4697558
25-4508
50000034
50000068
50000075
50000090
14501100
19000261
19000275
19000276
1045
19000323
19000300
200503
200505
200547
200563
200619
200641
200646
200712
200723
200738
200825
200826
200841
200851
200854
200873
200875
200922
200941
200959
20001021
20001068
20001081
20001114
20001132
810586
720208
720218
810645
712132
720223
810664
820158
820159
720253
810715
720266
720278
810756
810856
810872
20001192
20001207
20001231
20001248
TH-1136
258282
11452
721
21064414
21061239
BB-1528
E-3057
810155
560-0412
327
E2703
20001298
42-5501053
TE-1147
T18803733T
3449055
110104
TE 1191
257556119
20001307
1847
18280377
196
820020
5250267
19000380
19000387

17000304
5005
1177
1900
223
314
52128
AS-2840
AS-3002
2630
539
53291
2252
1
FVE-1574
MADS001
40846
M196-0104320
31400271
EXL-017
135002
1707009
9739
5287
AS009
1
31400232
F1-005
TRI-80021
579
772
97
1
001/99
FG1063
TRI-80027
1282
V076
440
1
ALE-45022
335
1
105
59
47
1
C18-136
104
FL005
1207540198
1038
22
P0159
LC-01
1039
CK06
61
ALE-45001
C100-001
23
1
23
159
128
08/2004
DLM-01
ADV-2006
T2020D6PMD55
79
27
V-098
EB-001
S0222
105
91503
FK-1543
91854
60
GZ-001
1108
FK-1792
GONK001
5
V-054
91866
V-021
6
131
FP-1384
FP-1355
5
122
715
JS1-05
80
56
FV-1465
190
FP-1549
1
003/89
MIN-10004
EXC-020
S0297
53/98
18
FP-1326
FV-1419
09ST318
09-03-236
964
1
MM-0001
DY-K55-2012
19-75/7789
01/2002
75-8153
EXC-022
FV-1366
93
V-035
6
JR-001
224
VT-007
1
125
94
V038
V-069
9
506
699
3
29
V-113
65
FG-1066
ADV-20126
ADV-20228
73
AB-01
TR-001
VT-035
91852
1
131
312
72
73
FV-2160
SO227
LC -01
91760
100
566
11029
27-4151
3235
31-7712034
15281711
LJ1646
E-1466
54468
46104
13724
18254626
27-3226
428001051
19317
25235
10-474
3704
21064315
46260
1783
11AC1561
4162
12427
12-2989
00ONAVA4-300
18637
18718
D-2147
1607
21059549
TC-1499
810433
2381
502B-2692
15280664
29
127
129-B
62
68
13
EP-11-22744
47
172-B
223-B
18-516
310-B
327-B
1064
1115
29
MFG-215
1222
1228
65
A474
502B-3001
20078
325
A049SA
42000147
750-0056
65083
E-3884
124
72
200080
200084
BY-122
3454
31T8104001
22106
EP-11-10452
4675
7255
7822
50500136
EP-11-06020
4169
402B-1363
15284741
650-0039
AS-2861
207
208B-2236
65263
502A-3171
908
69039
100019
6175
361
338
47868
7156
C-5139
7238
53
1037
46944
46945
47841
24276
48406
23797
25764
1167-2016
42
3894
67
ALCO 01
JM-001/99
063/01
94-0241
01-06010-c
MB-002
LPC 200410
AC-05/13
19000005
75-181
FVE-2095
2014/149
145263
MF-1
97
49080
1
AG10001
MAB 2015153
FVE-1696
LNB-004/92

EK 002/92
195
1
CI-400
314802

JBZ-001/83
36-7802021
402B-1215
17270107
172S8287
50500192
15281637
1253
0
RK-006
18802971T
1100
1232
402B-1345
21059549
140
3449032
19000271
15077776
3449404
502B-2834
920153
986
4697486
4324
3542
28R-7803229
172S10115
17264600
159
RK-490
525A-0241
15284402
25033
13226
RB-32
7095
200169
210-61662
7632
502B-2667
18802657T

50000401
11-139
3449322
145127
5085
802A-0292
15283854
2737
4705
502B-2918
A1520735
3433138
28-8190014
866
7782
1507SA
4065
57104
37
25-7656074
15279674
349
2965
24864
57164
1247
21064247
CE-1788
18802847T
911
17273342
4122
TH-1622
34474
34475
34963
35835
35843
63623
T20608473
5694
1040
851
802A-0716
5704
1243
525-0220
454
3958
12001
20168
326
3257425
20800372
13428
55020146
E-2323
3449013
18260629
T20608670

LJ-1882
3725
4722
4692006
13143
9538
3449512
A1520791
502B-2644
760573
11141
55020144
48408
55010081
TC-1602
3257180
4636437
2734
31-8052173
E-3930
42-5501030
46
S926
11748
1982
3449299
12982
13150
4465
E-3176
15282009
T20608575
3732
11405
17276087
12244
4391
9048
287
21062550
561
21061833
18802192
4659
H80-207DC
7510
525A-0417
15285128
15280928
LJ-1939
4652
20608068
760541
28R-7703315
T20608919
120276
25-7405625
18281235
992
8073
4692148
50000155
E3509
12560
10285
21063125
28R-7803298

1ZO23-18
11740
13343
2007
2841
2419
27619
TE-929
502B-2682
21843
15282136
525C-0036
6886
4368
TH-585
TH-1455
2897
E-3840
25033
CE-1071
402B-1217
3449311
R1722026

LC019

27
282
11723

11830
AC7AC115M03
43
31066
FVE-1818
177-200ST
3
WAHG-02
EXL-012
FVE-2215

222
PS09


2164
502B-3224
BB-1898
502B-3308

402B-145XXXX






135
402B-1426
502B-3250
451
20001476
267
502B-33XX
11-1077
18
15655
20001338
15069369
32-40538
20001341
22-265
50101
D-2100
34975
24-659
3433001
46642
47105
57223
47473
55458
20001359
D-7001
20001366
27-2208
1287
M131
20001384
11-073
20001379
34700
18259280
108-3-5246
18255695
28-20801
137
32-260
24-4892
18257079
24-4463
EA-195
28-22136
28-3519
18257774
27-3526
00014 6159
17256799
28-24608
21059236
18260375
18260710
CTA-02-A-465
310Q-0124
21059445
18260539
18800793
18260729
720036
20220
810074
810103
721072
810120
721086
720069
810159
810196
820092
810229
810271
810276
810278
810555
131
FIT1000
50000128
18280691
50000173
404-0435
200007
200076
200103
110106
200193
200204
200281
200304
200337
200369
200494
3122
7703
171
58
2497
31119
HB/1018-1405
HB/1026-1500
32130

3428
2111
1797
3155
2391
2068
AS5549
AS2742
32-7240078
570
34-7250206
18261218
310Q0529
1670R
18261546
18261438
21059762
18261516
18261614
21060013
28R-7335282
287325596
28-7325652
18052377
18262214
U20602166
17262115
347350319
18262664
TE951
21060233
18262844
U20602357
21060275
18262786
34-7450002
E-577
U20602446
U20602463
D-9670
18262886
18263381
17263303
17263273
21060490
18263463
TC-1776
21060918
17265677
18264031
21061038
21061036
34285
BA-680
BA-687
30387
10341
326
108-2-2541
598
A1500734
1508SA
LA-7
550-0227
126
E2204
1567SA
LJ-1056
500-0271
TH-1332
110315
18268565
13
21063217
TC-2423
120052
TH-1590
208B0344
208B0360
3449106
27458
6121
6163
1251
710062
710070
710106
711078
710124
711092
711093
711103
711118
711119
710198
710203
711181
712008
712013
712016
711266
711268
712048
712049
712061
712062
AR31-8020028
CE-1491
TH-120
21064893
31-8312009
296
171
LJ-515
LJ-1193
TH-1210
31T-8120020
340
LA-144
AR-2556010
CE-1526
AT-401-0833
120220
5600131
172-75397
810592
18801569T
D-2816
--
3
26406
55
3779
114
116
100029
50500030
720109
810312
820117
810341
810343
810344
820136
711319
721172
710272
810426
50000330
721183
711396
711397
711408
710286
810501
810561
711420
711432
711437
711439
15283754
RB-210
19000188
19000199
19000210
19000213
19000238
19000248
17000254
14500990
120043
402B-1334
19000112
110463
3449022
20387
17000198
17000203
19000139
25421
110011
19000412
19-416
23812
50000074
50000080
50000105
50000117
145663
4563
17000282
19000316
19501
200648
200669
200693
200709
200737
200752
200-881
200968
200977
200981
20001001
20001006
20001007
20001011
20001014
15078560
20001043
20001048
20001078
20001086
20001094
20001128
810615
810623
720222
720228
711466
711468
711474
820163
810733
720273
810757
810789
720286
720297
810798
810833
20001155
20001161
15281492
20001264
20001286
20001292
3448038
401B-0961
34-47009
1G237-34
18267362
31T8120101
RK-28
21061709
31T-8104062
25-7556203
492
3449006
810531
FL205
21059C
LJ-1511
FL-240
T18803349T
401B-1107
17000316
910
52156
52198
686
S1757
53124
1922
422
6399
53079
23027
53148
FVE-1764
GEP001/90
SSBC-001
W001

AS011
FVE-2060
OPF-01/97
HW-69
OAT-1697
FR1221
197
31400252
PIA-7A-005
20
ADV-2036
2
FR-1258
JDM-01
36
ADV-20103
TI-042
435
VT-026
640-0121
FR-1163
136
527
ARM-001
1
T-074
09-04AB-011
3
105
46
V-017
858
84
FV-1998
290
SCB-01
9
V-065
FG-155
FG-395
C18-123
27/2005
FP-1447
VT-029
FP-1389
143
181
DY-K82/2014
313
0008-6281
V-045
FGU-1685
FK-1834
102
143
34
601HDS-DM
C18-096
14
23
GM/01/95
287
24
12
76
01/2002
TRI-085
FP-1396
EXC-036
DY-K76/2014
V-060
311R
V-050
345
AG.039450022
074/2007
FV-1609
40
21
1266
65-8185
7
S-015-B1
196
955
1068
04081815-5
810
AAV-001
21036
V-062
183
14/2004
91503
36
AG-039450020
599
20
712
149
V-047
3
FA-1322
102
ADV-2003
13
HF-1114
894
3170
EXC-009
S0315
ADV-2077
V-061
EXC-012
0810-7008
227
81
09-03B-154
498
12/2004
6
V-072
070/2007
S0278
ADV-20281
11
1
FP-1452
75-8092
176
S0333
125
C18-085
FV-1558
EXC-021
56
ADV-20161
ADV-20191
ADV-20238
ADV-20245
ADV-20252
ADV-20134
FR1200
10
07ST251
DM-0509
1826-26
3387
502B-2687
D-2720
12763
298
22260
347970181
FL-1205
28-8616007
680-0184
402B-1417
3722
3246186
258816
4008
BY-237
525-0931
10311
10191
2246
636
14589
LW15
820101
820128
BB-1410
3449436
810487
3433
31
108-B
119-B
64
112-B
17
209B
127B
748
130-B
232B
42-3035
18-528
18-534
354-B
357-B
377B
1056
9447
1080
1103
463
19
1216
510-0399
4603
4636218
21060984
502B-2997
TH-2437
172-72807
11
109
2470
172S9485
20705
2676
20304
4521
760094
7700
2499
50500022
49077
11130
502B-3116
196
347250111
4198
49-2049
53985
19000432
19000495
120303
100033
283
110016
46575
21478
20971
21094
21206
7714
7830
20423
23797
25050
24087
24513
14501099
4097
1348
RK-258
6139
24648
AGB-001/01
FMB 200272
AB-SS-01
MF-01
FVE-1428
EX-270001/08
FVE-1398
19-02
10
FVE-1743
FVE-2128

KW-74/001

JCL-001/84
22064
N/INFORMADO
111111111111
12
E-3906
18802093T
15071992
0

53803
RB-21
300167


18802391T
18803023T
6720
19000419
19000429
31-8112004
760537
TH-403
TH-2250
11-035
3449433
11676
4447
LJ-1807
172S9684
4112
17281588
2740
3257381
17276303
4762
41774
22225
E-3676
3987
7437
E-3498
208B-2186
BY-051
13793
17263525
18802931T
4692049
15079075
20608120
62052
4765
160
28-8590019
21062082
15007
22410
3449302
35063
402B-1328
1623
24453
24668
3995
LJ-1732
39634
62577
22365
308
5707
41325
4625
55000019
525B0321
3972
LJ-1743
TH-2320
17267432
920099
FL-657
196
12065
55020147
21062244
4044
28R-8231011
TH-2266
600010
18261737
15285623
4546
H80-227DC
210-60985
55020121
13122
1048
21061011
TH648
3449383
21064920
17271540
LJ-783
1595
510-0057
1757
4692151
72
208B-2065
519
11166
3339
17271968
E-3511
2843460
28-8316057
3831
62636
4692191
41089
120060
6125
1492
14501054
TH-587
5253
41302
6902
760663
4636143
LJ-1287
5049
21061227
31-8152069
2218
525B-0218
145016
145281
145165
14501026
TH-697
94
520
T20608537
560-6046
T21064388
U20602511
18802177T
57349
18281801
41231
370
15284884
18802790T
LJ-1790
7733
36-8102025
27-7854082
17274004
E-3101
18802797T
11763
17267291
357
3447008
BY-015
T18208953
21
1G17033
4083
2361
27427
29917
29918
TH-2263
1815
4692171
LJ-500
402B-1407
F5C-8-133
18802460T
15283989
253
28566



45
3633
11046
7386
8687

FVE-2031
1
83006
TCQ0912062
FVE-1898
JCW008-06
FVE-1963
71322RV
23610
AC10113M06
98
79
FVE-2044
74-357
6393
FVE-2139
FVE-1951


19020021
LJ-1908
97

370
18283114



760543
31T-8020062


4697673
CD-996

20001432



31T8166052




4697515
9109

TBD
20001447
20001466
U20600846
28-5015
19596
7627
D-778
18-2813
25919
18-3019
22-1948
20-1112
NAV-4-1838
23-293
19295
182-56433
1G19243
D-6511
39298
15070962
17248279
1239
20718
158
185-0361
18254261
18254504
20001394
30-405
7140
20001369
47154
18257239
TC-999
15064482
18259252
U2061186
28-4967
U2060829
21057527
U2060968
TG-45
28R-30604
31-169
27-3890
U2061053
18260927
182-60289
D-9176
